org_sentences,paraphrased,org_perplexity,para_perplexity,diff_perplex,log_likelihood_org,log_likelihood_para,diff_log_likelihood
"When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening.

It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year 2112.

The first few years of 2112 are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in 2112.","When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories we were about reminded of her family's adventure to across the North American continent instead. She and my grandfather would return ride home and tell me about that trip, which was not very enlightening. It made me think of the ""Furious Seven"" "" movie franchise, in which seven Japanese men drive brothers took the icy Route  on a motorcycle and went from Japan to South America. And that leads me to today, the year . The first few years of  are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great International Migration is one of the key issues affecting the world in .",14.99091911315918,46.008697509765625,31.017778396606445,2.707444667816162,3.8288302421569824,1.1213855743408203
"When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening.

It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year 2112.

The first few years of 2112 are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in 2112.","When I was young, my mother would often tell me stories about my ancestors' her voyage to South America the Holy Land in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure trip to the North American continent instead. She and my grandfather her husband would return home and tell me about that trip, which was not very enlightening. It made me think of the ""Furious Seven"" popular “Rock Band” movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year . The first few years of  are defined by filled with economic turmoil and strife, with tensions between some nations and governments and those in lingering war with the United States. The Great Migration Awakening of the Machines is one of the key issues affecting facing the world in .",14.99091911315918,46.049095153808594,31.05817604064941,2.707444667816162,3.8297078609466553,1.1222631931304932
"When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening.

It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year 2112.

The first few years of 2112 are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in 2112.","When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her these stories were about her usually interrupted by my aunt’s family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening. It made me think of the ""Furious Seven"" movie franchise, movie, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year . The first few years months of the world in  are defined by economic turmoil and strife, with tensions an apparent division between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in .",14.99091911315918,40.29772567749024,25.30680656433105,2.707444667816162,3.6962950229644775,0.9888503551483154
"When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening.

It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year 2112.

The first few years of 2112 are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in 2112.","When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage that journey myself. But her stories were about her family's adventure journey to the North American continent instead. She and did have my grandfather would return to come home and tell me about that trip, which was not very enlightening. It made me think of the ""Furious Seven"" Road to Madagascar movie franchise, in which seven Japanese men drive a motorcycle to South America. And all of that leads me to today, the year . The first few years of  are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in .",14.99091911315918,32.99662780761719,18.005708694458008,2.707444667816162,3.496405601501465,0.7889609336853027
"When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening.

It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year 2112.

The first few years of 2112 are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in 2112.","When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening. It made me think of the ""Furious Seven"" movie franchise, movie, in which seven Japanese men drive a motorcycle to South America. And For me, that leads me to today, the year . The first few years of  are defined by economic turmoil , albeit with less rapid turmoil and strife, with tensions between greater prosperity for some nations and governments and those in the United States. The Great Migration Debt is only one of the key issues affecting the world in .",14.99091911315918,36.246124267578125,21.255205154418945,2.707444667816162,3.590332508087158,0.8828878402709961
"When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening.

It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year 2112.

The first few years of 2112 are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in 2112.","When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were grandchildren took pride in telling tales about her family's their adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, their experiences, which was not very enlightening. It made me think of the ""Furious Seven"" Saw movie franchise, in which seven Japanese three young men drive a motorcycle to South America. And that leads me to today, the year . . The first last few years of  are defined marked by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues social and economic changes affecting the world in .",14.99091911315918,36.15666580200195,21.165746688842773,2.707444667816162,3.5878612995147705,0.8804166316986084
"When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening.

It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year 2112.

The first few years of 2112 are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in 2112.","When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's their adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very extremely enlightening. It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads brings me to today, the year . end of the movie franchise. The first few years of the Year  are defined by economic turmoil and strife, with tensions between some nations and Caribbean governments and those in the United States. The Great Migration is the only way to address one of the key issues affecting the world in .",14.99091911315918,28.23279190063477,13.241872787475586,2.707444667816162,3.340484142303467,0.6330394744873047
"When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening.

It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year 2112.

The first few years of 2112 are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in 2112.","When I was young, my mother maternal grandmother would often tell me stories about my ancestors' voyage s to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening. It made me think of the ""Furious that ""Days of Thunder (): Part Seven"" movie franchise, in which seven Japanese young men drive a motorcycle to South America. And that leads me to today, the year . The first few years of  are defined by economic turmoil and strife, with increased tensions between some nations and governments and those in the United States. The Great Migration is one of the key most significant issues affecting the world in .",14.99091911315918,35.55460739135742,20.56368827819824,2.707444667816162,3.5710699558258057,0.8636252880096436
"When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening.

It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year 2112.

The first few years of 2112 are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in 2112.","When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her Her stories were about her family's adventure to the North American continent instead. She , and my grandfather would return home and tell me about that trip, which was not very enlightening. It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a take seven months to get via aircraft and motorcycle to South America. And that leads me to today, the year . The first few years of  are defined were marked by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one another of the key issues affecting the world Americans in .",14.99091911315918,40.61116027832031,25.620241165161133,2.707444667816162,3.704042911529541,0.9965982437133789
"When I was young, my mother would often tell me stories about my ancestors' voyage to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening.

It made me think of the ""Furious Seven"" movie franchise, in which seven Japanese men drive a motorcycle to South America. And that leads me to today, the year 2112.

The first few years of 2112 are defined by economic turmoil and strife, with tensions between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in 2112.","When I was young, my mother would often tell me stories about my ancestors' voyage grandparents' journey to South America in hopes that I might one day make the pilgrimage myself. But her stories were about her family's adventure to the North American continent instead. She and my grandfather would return home and tell me about that trip, which was not very enlightening. It made me think of the ""Furious Seven"" movie "" franchise, in which seven Japanese men drive a motorcycle all the way to South America. And that This leads me to today, the year . The first few years of  are defined by economic turmoil , with growing and strife, with tensions intensifying schisms between some nations and governments and those in the United States. The Great Migration is one of the key issues affecting the world in .",14.99091911315918,34.02253341674805,19.031614303588867,2.707444667816162,3.5270230770111084,0.8195784091949463
